,area_type,availability,location,size,total_sqft,bath,balcony,price,price_per_sqft,price_per_sqft_x_1000
3912,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,892.0,2.0,1.0,39.0,0.043721973094170405,43.7219730941704
3913,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1205.0,2.0,1.0,40.0,0.03319502074688797,33.19502074688797
3918,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1400.0,2.0,2.0,168.0,0.12,120.0
3920,Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,1500.0,3.0,2.0,149.0,0.09933333333333333,99.33333333333333
3923,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1170.0,2.0,2.0,46.0,0.039316239316239315,39.31623931623932
3924,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,1104.0,2.0,2.0,39.0,0.035326086956521736,35.326086956521735
3925,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,950.0,2.0,1.0,45.0,0.04736842105263158,47.36842105263158
3926,Built-up  Area,Ready To Move,Hormavu,4 Bedroom,4818.0,4.0,3.0,390.0,0.08094645080946451,80.94645080946451
3927,Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,1650.0,2.0,1.0,52.0,0.03151515151515152,31.515151515151516
3929,Built-up  Area,Ready To Move,Hanumagiri,2 BHK,1100.0,2.0,1.0,38.0,0.034545454545454546,34.54545454545455
3930,Super built-up  Area,Ready To Move,Benson Town,3 BHK,1750.0,3.0,3.0,150.0,0.08571428571428572,85.71428571428571
3934,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1570.0,3.0,3.0,64.5,0.0410828025477707,41.0828025477707
3940,Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,1896.0,3.0,1.0,125.0,0.06592827004219409,65.92827004219409
3943,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,900.0,2.0,2.0,32.5,0.03611111111111111,36.11111111111111
3948,Super built-up  Area,Ready To Move,Thanisandra,4 BHK,3216.0,4.0,1.0,226.0,0.07027363184079602,70.27363184079601
3951,Super built-up  Area,Ready To Move,Kudlu,2 BHK,1092.0,2.0,2.0,44.0,0.040293040293040296,40.2930402930403
3952,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,2.0,74.0,0.05896414342629482,58.964143426294825
3953,Built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2.0,1.0,100.0,0.06666666666666667,66.66666666666667
3956,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,2.0,42.0,0.04105571847507331,41.05571847507331
3961,Built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,1605.0,2.0,3.0,85.0,0.0529595015576324,52.9595015576324
3965,Built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1140.0,2.0,2.0,65.0,0.05701754385964912,57.017543859649116
3966,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1725.0,3.0,2.0,130.0,0.07536231884057971,75.36231884057972
3967,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,50.0,0.046511627906976744,46.51162790697674
3968,Super built-up  Area,Ready To Move,Kannamangala,3 BHK,1574.0,3.0,1.0,93.34,0.059301143583227446,59.30114358322744
3970,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1550.0,3.0,2.0,83.0,0.053548387096774196,53.54838709677419
3971,Super built-up  Area,Ready To Move,Akshayanagara West,2 BHK,1205.0,2.0,2.0,60.0,0.04979253112033195,49.792531120331944
3972,Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2.0,1.0,55.0,0.05083179297597042,50.83179297597042
3973,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1215.0,2.0,2.0,52.85,0.04349794238683128,43.497942386831284
3974,Super built-up  Area,Ready To Move,Hebbal,4 BHK,2483.0,5.0,2.0,230.0,0.09262988320579943,92.62988320579943
3979,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,60.98,0.04199724517906336,41.997245179063356
3988,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,1255.0,2.0,1.0,80.0,0.06374501992031872,63.745019920318725
3989,Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,1904.0,3.0,3.0,155.0,0.08140756302521009,81.40756302521008
3992,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,2135.0,3.0,2.0,160.0,0.07494145199063232,74.94145199063232
3997,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,800.0,2.0,2.0,30.0,0.0375,37.5
3999,Super built-up  Area,Ready To Move,Hormavu,3 BHK,1500.0,3.0,3.0,70.0,0.04666666666666667,46.66666666666667
4000,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1880.0,3.0,2.0,95.0,0.05053191489361702,50.53191489361702
4001,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1440.0,2.0,2.0,55.0,0.03819444444444445,38.19444444444445
4009,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,1.0,50.0,0.04672897196261682,46.72897196261682
4010,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,1000.0,2.0,1.0,58.0,0.058,58.0
4013,Built-up  Area,Ready To Move,Frazer Town,3 BHK,1900.0,4.0,2.0,145.0,0.07631578947368421,76.3157894736842
4015,Built-up  Area,Ready To Move,Jigani,2 BHK,937.0,2.0,1.0,44.0,0.04695837780149413,46.95837780149413
4016,Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,1075.0,2.0,1.0,60.0,0.05581395348837209,55.81395348837209
4020,Super built-up  Area,Ready To Move,Ashwathnagar,2 BHK,936.0,2.0,2.0,43.0,0.045940170940170943,45.940170940170944
4023,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1350.0,2.0,1.0,86.0,0.0637037037037037,63.70370370370371
4024,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,1325.0,2.0,1.0,70.0,0.052830188679245285,52.83018867924528
4026,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1890.0,3.0,2.0,162.0,0.08571428571428572,85.71428571428571
4030,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1653.0,3.0,2.0,120.0,0.07259528130671507,72.59528130671507
4031,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,52.0,0.04837209302325581,48.372093023255815
4032,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1212.0,3.0,1.0,42.0,0.034653465346534656,34.65346534653466
4033,Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,1100.0,2.0,1.0,50.0,0.045454545454545456,45.45454545454545
4034,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,3436.0,6.0,3.0,500.0,0.14551804423748546,145.51804423748547
4038,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1532.0,3.0,2.0,83.0,0.054177545691906005,54.177545691906005
4039,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,2776.0,4.0,2.0,195.0,0.07024495677233429,70.24495677233429
4040,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,1531.0,2.0,0.0,75.0,0.04898758981058132,48.98758981058132
4046,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1260.0,2.0,2.0,70.0,0.05555555555555555,55.55555555555555
4047,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1934.0,2.0,0.0,90.0,0.04653567735263702,46.53567735263702
4049,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476.0,3.0,1.0,95.0,0.06436314363143632,64.36314363143632
4050,Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,1185.0,2.0,1.0,85.0,0.07172995780590717,71.72995780590718
4051,Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,1265.0,2.0,1.0,82.0,0.06482213438735178,64.82213438735178
4059,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1195.0,2.0,1.0,70.0,0.058577405857740586,58.57740585774059
4063,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1180.0,2.0,2.0,36.5,0.03093220338983051,30.93220338983051
4064,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1050.0,2.0,1.0,49.87,0.04749523809523809,47.49523809523809
4069,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,2.0,1.0,48.0,0.05166846071044134,51.66846071044134
4070,Super built-up  Area,Ready To Move,Jigani,3 BHK,1252.0,3.0,3.0,61.0,0.048722044728434506,48.722044728434504
4071,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1485.0,3.0,2.0,115.0,0.07744107744107744,77.44107744107744
4072,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1124.0,2.0,2.0,55.0,0.04893238434163701,48.93238434163701
4077,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1570.0,3.0,2.0,140.0,0.08917197452229299,89.17197452229298
4080,Super built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,2000.0,3.0,2.0,160.0,0.08,80.0
4081,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,1352.0,2.0,2.0,75.0,0.05547337278106509,55.47337278106509
4084,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1965.0,4.0,2.0,125.0,0.06361323155216285,63.61323155216285
4085,Built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,1300.0,2.0,2.0,70.0,0.05384615384615385,53.84615384615385
4088,Super built-up  Area,Ready To Move,Hoskote,3 BHK,1740.0,3.0,3.0,60.0,0.034482758620689655,34.48275862068965
4095,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1788.0,3.0,2.0,90.0,0.050335570469798654,50.335570469798654
4097,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1300.0,2.0,2.0,60.0,0.046153846153846156,46.15384615384615
4102,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175.0,2.0,2.0,82.5,0.07021276595744681,70.21276595744682
4104,Built-up  Area,Ready To Move,Dasarahalli,2 BHK,1150.0,2.0,0.0,70.0,0.06086956521739131,60.869565217391305
4110,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,4000.0,4.0,3.0,220.0,0.055,55.0
4117,Super built-up  Area,Ready To Move,B Channasandra,2 BHK,1080.0,2.0,1.0,45.0,0.041666666666666664,41.666666666666664
4118,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,60.0,0.056074766355140186,56.074766355140184
4119,Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1532.0,3.0,1.0,115.0,0.07506527415143603,75.06527415143603
4120,Super built-up  Area,Ready To Move,Hennur,2 BHK,1040.0,2.0,2.0,42.12,0.040499999999999994,40.49999999999999
4121,Plot  Area,Ready To Move,Laxmi Sagar Layout,3 Bedroom,3100.0,3.0,3.0,250.0,0.08064516129032258,80.64516129032258
4123,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,51.6,0.03608391608391608,36.08391608391608
4128,Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,1827.0,3.0,3.0,100.0,0.05473453749315818,54.73453749315818
4129,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,1210.0,2.0,1.0,75.0,0.06198347107438017,61.98347107438017
4130,Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,1500.0,3.0,3.0,95.0,0.06333333333333334,63.333333333333336
4133,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1600.0,2.0,2.0,115.0,0.071875,71.875
4135,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,93.0,0.0510989010989011,51.098901098901095
4136,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,159.0,0.07673745173745174,76.73745173745174
4137,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1510.0,2.0,3.0,59.0,0.0390728476821192,39.0728476821192
4138,Super built-up  Area,Ready To Move,Hoodi,3 BHK,1925.0,2.0,3.0,114.0,0.05922077922077922,59.22077922077922
4139,Plot  Area,Ready To Move,Hennur Road,3 Bedroom,2651.0,2.0,2.0,225.0,0.08487363259147492,84.87363259147492
4140,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,147.0,0.07094594594594594,70.94594594594594
4141,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,1000.0,2.0,2.0,36.0,0.036,36.0
4142,Plot  Area,Ready To Move,KR Puram,3 Bedroom,1752.0,3.0,2.0,145.0,0.08276255707762557,82.76255707762557
4143,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,960.0,2.0,3.0,56.0,0.058333333333333334,58.333333333333336
4144,Super built-up  Area,Ready To Move,Gattigere,2 BHK,1180.0,2.0,2.0,63.0,0.053389830508474574,53.389830508474574
4145,Built-up  Area,Ready To Move,Benson Town,3 BHK,2270.0,3.0,1.0,180.0,0.07929515418502203,79.29515418502203
4148,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180.0,2.0,1.0,46.0,0.03898305084745763,38.98305084745763
4152,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,59.0,0.045210727969348656,45.21072796934865
4153,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2006.0,4.0,2.0,196.0,0.09770687936191426,97.70687936191426
4154,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,1.0,80.0,0.06201550387596899,62.01550387596899
4155,Super built-up  Area,Ready To Move,Hoskote,2 BHK,1170.0,2.0,3.0,45.0,0.038461538461538464,38.46153846153847
4157,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1400.0,2.0,3.0,78.0,0.055714285714285716,55.714285714285715
4158,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,2.0,75.0,0.0625,62.5
4159,Built-up  Area,Ready To Move,Kamakshipalya,3 BHK,1155.0,2.0,0.0,60.0,0.05194805194805195,51.948051948051955
4160,Built-up  Area,Ready To Move,Hormavu,3 BHK,1725.0,3.0,2.0,85.0,0.04927536231884058,49.275362318840585
4166,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,915.0,2.0,1.0,32.0,0.034972677595628415,34.97267759562842
4168,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,760.0,1.0,2.0,21.28,0.028,28.0
4169,Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,1540.0,3.0,2.0,68.0,0.04415584415584416,44.15584415584416
4171,Super built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,1645.0,3.0,2.0,95.0,0.057750759878419454,57.75075987841945
4174,Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,2342.0,3.0,2.0,115.0,0.04910333048676345,49.10333048676345
4176,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1056.0,2.0,2.0,33.0,0.03125,31.25
4180,Super built-up  Area,Ready To Move,Dollars Colony,2 BHK,1097.0,2.0,3.0,65.0,0.059252506836827715,59.25250683682771
4181,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,850.0,2.0,2.0,35.0,0.041176470588235294,41.1764705882353
4182,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715.0,3.0,2.0,115.0,0.06705539358600583,67.05539358600583
4184,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200.0,2.0,1.0,59.0,0.049166666666666664,49.166666666666664
4188,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1400.0,2.0,1.0,78.0,0.055714285714285716,55.714285714285715
4189,Plot  Area,Ready To Move,Whitefield,4 Bedroom,1500.0,4.0,3.0,200.0,0.13333333333333333,133.33333333333334
4192,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,1640.0,3.0,3.0,88.0,0.05365853658536585,53.65853658536585
4193,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1700.0,3.0,2.0,125.0,0.07352941176470588,73.52941176470588
4200,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1110.0,2.0,2.0,38.85,0.035,35.0
4201,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1627.86,3.0,2.0,88.0,0.054058702836853295,54.05870283685329
4202,Built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,620.0,2.0,1.0,22.0,0.035483870967741936,35.483870967741936
4203,Plot  Area,Ready To Move,Whitefield,4 Bedroom,3004.0,4.0,2.0,285.0,0.09487350199733688,94.87350199733687
4205,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1182.0,2.0,2.0,82.5,0.06979695431472081,69.79695431472081
4206,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1500.0,3.0,3.0,100.0,0.06666666666666667,66.66666666666667
4208,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1200.0,2.0,2.0,58.0,0.04833333333333333,48.333333333333336
4209,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,1.0,48.79,0.04325354609929078,43.25354609929078
4212,Built-up  Area,Ready To Move,Amruthahalli,2 BHK,1100.0,2.0,1.0,45.0,0.04090909090909091,40.90909090909091
4213,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,635.0,1.0,1.0,22.0,0.03464566929133858,34.645669291338585
4215,Built-up  Area,Ready To Move,Thanisandra,3 BHK,1874.0,4.0,1.0,130.0,0.06937033084311633,69.37033084311634
4220,Super built-up  Area,Ready To Move,Panathur,3 BHK,1315.0,2.0,1.0,59.1,0.04494296577946768,44.94296577946768
4221,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1760.0,3.0,2.0,110.0,0.0625,62.5
4223,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1192.0,2.0,1.0,62.0,0.05201342281879195,52.013422818791945
4225,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1250.0,2.0,2.0,72.0,0.0576,57.6
4234,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,85.0,0.0519559902200489,51.9559902200489
4235,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1430.0,2.0,2.0,75.0,0.05244755244755245,52.44755244755245
4240,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1270.0,2.0,2.0,78.0,0.06141732283464567,61.41732283464567
4245,Super built-up  Area,Ready To Move,Panathur,2 BHK,1109.0,2.0,1.0,63.0,0.056807935076645624,56.80793507664563
4246,Super built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,1280.0,2.0,1.0,49.75,0.0388671875,38.8671875
4249,Plot  Area,Ready To Move,Devanahalli,3 Bedroom,1600.0,3.0,2.0,180.0,0.1125,112.5
4259,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,1125.0,2.0,1.0,65.0,0.057777777777777775,57.77777777777778
4260,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1825.0,3.0,2.0,126.0,0.06904109589041096,69.04109589041096
4261,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1320.0,2.0,3.0,79.5,0.060227272727272727,60.22727272727273
4263,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,1490.0,2.0,2.0,300.0,0.20134228187919462,201.34228187919462
4267,Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,4104.0,4.0,3.0,360.0,0.08771929824561403,87.71929824561403
4272,Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,965.0,2.0,2.0,48.0,0.049740932642487044,49.740932642487046
4274,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1100.0,2.0,2.0,43.0,0.03909090909090909,39.09090909090909
4275,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1180.0,2.0,2.0,41.0,0.03474576271186441,34.74576271186441
4276,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1145.0,2.0,2.0,48.0,0.04192139737991266,41.92139737991266
4280,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1015.0,2.0,2.0,58.0,0.05714285714285714,57.14285714285714
4282,Plot  Area,Ready To Move,Whitefield,4 Bedroom,3000.0,4.0,3.0,306.0,0.102,102.0
4286,Built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1300.0,2.0,2.0,102.0,0.07846153846153846,78.46153846153845
4290,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1153.0,2.0,1.0,65.0,0.05637467476149176,56.37467476149176
4292,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,2.0,69.0,0.0549800796812749,54.9800796812749
4294,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1583.0,3.0,3.0,109.0,0.06885660138976626,68.85660138976627
4295,Super built-up  Area,Ready To Move,Kundalahalli Colony,2 BHK,1505.0,2.0,2.0,90.0,0.059800664451827246,59.800664451827245
4298,Super built-up  Area,Ready To Move,Amblipura,3 BHK,1810.0,4.0,3.0,148.0,0.08176795580110498,81.76795580110497
4300,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,975.0,2.0,1.0,63.0,0.06461538461538462,64.61538461538461
4302,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,1530.0,2.0,1.0,97.0,0.06339869281045751,63.39869281045751
4303,Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1300.0,2.0,2.0,39.0,0.03,30.0
4305,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1308.0,2.0,1.0,83.0,0.06345565749235474,63.45565749235474
4306,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,47.0,0.03936348408710218,39.36348408710218
4311,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,2.0,42.85,0.03382004735595896,33.82004735595896
4312,Super built-up  Area,Ready To Move,Balagere,1 BHK,656.0,1.0,1.0,53.0,0.08079268292682927,80.79268292682927
4313,Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,3400.0,4.0,3.0,530.0,0.15588235294117647,155.88235294117646
4316,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1698.0,3.0,2.0,102.0,0.06007067137809187,60.070671378091866
4317,Built-up  Area,Ready To Move,Tata Nagar,3 BHK,1500.0,3.0,2.0,70.0,0.04666666666666667,46.66666666666667
4321,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,900.0,2.0,2.0,42.0,0.04666666666666667,46.66666666666667
4323,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1419.0,2.0,3.0,73.0,0.05144467935165609,51.44467935165609
4326,Super built-up  Area,Ready To Move,Gottigere,2 BHK,990.0,2.0,1.0,40.0,0.04040404040404041,40.40404040404041
4328,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1100.0,2.0,0.0,39.0,0.035454545454545454,35.45454545454545
4330,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1095.0,2.0,1.0,35.0,0.0319634703196347,31.963470319634702
4332,Super built-up  Area,Ready To Move,Budigere,2 BHK,1444.0,2.0,2.0,70.0,0.04847645429362881,48.47645429362881
4333,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1415.0,2.0,3.0,67.0,0.04734982332155477,47.349823321554766
4335,Super built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,1600.0,3.0,3.0,72.0,0.045,45.0
4336,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105.0,2.0,1.0,41.36,0.03742986425339367,37.42986425339367
4338,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2560.0,3.0,2.0,265.0,0.103515625,103.515625
4342,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1464.0,3.0,2.0,56.0,0.03825136612021858,38.25136612021858
4344,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1150.0,2.0,2.0,77.0,0.06695652173913043,66.95652173913042
4347,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1485.0,2.0,2.0,67.0,0.04511784511784512,45.11784511784512
4348,Super built-up  Area,Ready To Move,Vimanapura,3 BHK,2500.0,3.0,3.0,75.0,0.03,30.0
